,RunId,iteration,Step,pheromone_decay,food_decay,temperature,size,seed,AgentID,food_deposited
272,27,0,2000,0.75,0.875,2.25,30,2,3,0
273,27,0,2000,0.75,0.875,2.25,30,2,4,0
274,27,0,2000,0.75,0.875,2.25,30,2,5,0
275,27,0,2000,0.75,0.875,2.25,30,2,6,0
276,27,0,2000,0.75,0.875,2.25,30,2,7,0
277,27,0,2000,0.75,0.875,2.25,30,2,8,0
278,27,0,2000,0.75,0.875,2.25,30,2,9,0
279,27,0,2000,0.75,0.875,2.25,30,2,10,0
280,28,0,2000,0.75,0.875,3.0,30,1,1,0
281,28,0,2000,0.75,0.875,3.0,30,1,2,0
282,28,0,2000,0.75,0.875,3.0,30,1,3,0
283,28,0,2000,0.75,0.875,3.0,30,1,4,0
284,28,0,2000,0.75,0.875,3.0,30,1,5,0
285,28,0,2000,0.75,0.875,3.0,30,1,6,1
286,28,0,2000,0.75,0.875,3.0,30,1,7,0
287,28,0,2000,0.75,0.875,3.0,30,1,8,0
288,28,0,2000,0.75,0.875,3.0,30,1,9,0
289,28,0,2000,0.75,0.875,3.0,30,1,10,0
290,30,0,2000,0.75,0.9375,0.0,30,1,1,0
291,30,0,2000,0.75,0.9375,0.0,30,1,2,0
292,30,0,2000,0.75,0.9375,0.0,30,1,3,0
293,30,0,2000,0.75,0.9375,0.0,30,1,4,0
294,30,0,2000,0.75,0.9375,0.0,30,1,5,0
295,30,0,2000,0.75,0.9375,0.0,30,1,6,0
296,30,0,2000,0.75,0.9375,0.0,30,1,7,0
297,30,0,2000,0.75,0.9375,0.0,30,1,8,0
298,30,0,2000,0.75,0.9375,0.0,30,1,9,0
299,30,0,2000,0.75,0.9375,0.0,30,1,10,0
300,29,0,2000,0.75,0.875,3.0,30,2,1,0
301,29,0,2000,0.75,0.875,3.0,30,2,2,0
302,29,0,2000,0.75,0.875,3.0,30,2,3,0
303,29,0,2000,0.75,0.875,3.0,30,2,4,0
304,29,0,2000,0.75,0.875,3.0,30,2,5,0
305,29,0,2000,0.75,0.875,3.0,30,2,6,0
306,29,0,2000,0.75,0.875,3.0,30,2,7,0
307,29,0,2000,0.75,0.875,3.0,30,2,8,0
308,29,0,2000,0.75,0.875,3.0,30,2,9,0
309,29,0,2000,0.75,0.875,3.0,30,2,10,0
310,33,0,2000,0.75,0.9375,0.75,30,2,1,0
311,33,0,2000,0.75,0.9375,0.75,30,2,2,0
312,33,0,2000,0.75,0.9375,0.75,30,2,3,0
313,33,0,2000,0.75,0.9375,0.75,30,2,4,0
314,33,0,2000,0.75,0.9375,0.75,30,2,5,0
315,33,0,2000,0.75,0.9375,0.75,30,2,6,0
316,33,0,2000,0.75,0.9375,0.75,30,2,7,0
317,33,0,2000,0.75,0.9375,0.75,30,2,8,0
318,33,0,2000,0.75,0.9375,0.75,30,2,9,0
319,33,0,2000,0.75,0.9375,0.75,30,2,10,0
320,31,0,2000,0.75,0.9375,0.0,30,2,1,0
321,31,0,2000,0.75,0.9375,0.0,30,2,2,0
322,31,0,2000,0.75,0.9375,0.0,30,2,3,0
323,31,0,2000,0.75,0.9375,0.0,30,2,4,0
324,31,0,2000,0.75,0.9375,0.0,30,2,5,0
325,31,0,2000,0.75,0.9375,0.0,30,2,6,0
326,31,0,2000,0.75,0.9375,0.0,30,2,7,0
327,31,0,2000,0.75,0.9375,0.0,30,2,8,0
328,31,0,2000,0.75,0.9375,0.0,30,2,9,0
329,31,0,2000,0.75,0.9375,0.0,30,2,10,0
330,32,0,2000,0.75,0.9375,0.75,30,1,1,0
331,32,0,2000,0.75,0.9375,0.75,30,1,2,0
332,32,0,2000,0.75,0.9375,0.75,30,1,3,0
333,32,0,2000,0.75,0.9375,0.75,30,1,4,0
334,32,0,2000,0.75,0.9375,0.75,30,1,5,113
335,32,0,2000,0.75,0.9375,0.75,30,1,6,111
336,32,0,2000,0.75,0.9375,0.75,30,1,7,0
337,32,0,2000,0.75,0.9375,0.75,30,1,8,0
338,32,0,2000,0.75,0.9375,0.75,30,1,9,0
339,32,0,2000,0.75,0.9375,0.75,30,1,10,0
340,34,0,2000,0.75,0.9375,1.5,30,1,1,0
341,34,0,2000,0.75,0.9375,1.5,30,1,2,0
342,34,0,2000,0.75,0.9375,1.5,30,1,3,0
343,34,0,2000,0.75,0.9375,1.5,30,1,4,0
344,34,0,2000,0.75,0.9375,1.5,30,1,5,3
345,34,0,2000,0.75,0.9375,1.5,30,1,6,0
346,34,0,2000,0.75,0.9375,1.5,30,1,7,0
347,34,0,2000,0.75,0.9375,1.5,30,1,8,0
348,34,0,2000,0.75,0.9375,1.5,30,1,9,0
349,34,0,2000,0.75,0.9375,1.5,30,1,10,0
350,35,0,2000,0.75,0.9375,1.5,30,2,1,0
351,35,0,2000,0.75,0.9375,1.5,30,2,2,0
352,35,0,2000,0.75,0.9375,1.5,30,2,3,0
353,35,0,2000,0.75,0.9375,1.5,30,2,4,0
354,35,0,2000,0.75,0.9375,1.5,30,2,5,0
355,35,0,2000,0.75,0.9375,1.5,30,2,6,0
356,35,0,2000,0.75,0.9375,1.5,30,2,7,0
357,35,0,2000,0.75,0.9375,1.5,30,2,8,0
358,35,0,2000,0.75,0.9375,1.5,30,2,9,0
359,35,0,2000,0.75,0.9375,1.5,30,2,10,0
360,36,0,2000,0.75,0.9375,2.25,30,1,1,0
361,36,0,2000,0.75,0.9375,2.25,30,1,2,0
362,36,0,2000,0.75,0.9375,2.25,30,1,3,0
363,36,0,2000,0.75,0.9375,2.25,30,1,4,0
364,36,0,2000,0.75,0.9375,2.25,30,1,5,0
365,36,0,2000,0.75,0.9375,2.25,30,1,6,1
366,36,0,2000,0.75,0.9375,2.25,30,1,7,0
367,36,0,2000,0.75,0.9375,2.25,30,1,8,0
368,36,0,2000,0.75,0.9375,2.25,30,1,9,0
369,36,0,2000,0.75,0.9375,2.25,30,1,10,0
370,37,0,2000,0.75,0.9375,2.25,30,2,1,0
371,37,0,2000,0.75,0.9375,2.25,30,2,2,0
372,37,0,2000,0.75,0.9375,2.25,30,2,3,0
373,37,0,2000,0.75,0.9375,2.25,30,2,4,0
374,37,0,2000,0.75,0.9375,2.25,30,2,5,0
375,37,0,2000,0.75,0.9375,2.25,30,2,6,0
376,37,0,2000,0.75,0.9375,2.25,30,2,7,0
377,37,0,2000,0.75,0.9375,2.25,30,2,8,0
378,37,0,2000,0.75,0.9375,2.25,30,2,9,0
379,37,0,2000,0.75,0.9375,2.25,30,2,10,0
380,40,0,2000,0.75,1.0,0.0,30,1,1,0
381,40,0,2000,0.75,1.0,0.0,30,1,2,0
382,40,0,2000,0.75,1.0,0.0,30,1,3,0
383,40,0,2000,0.75,1.0,0.0,30,1,4,0
384,40,0,2000,0.75,1.0,0.0,30,1,5,0
385,40,0,2000,0.75,1.0,0.0,30,1,6,0
386,40,0,2000,0.75,1.0,0.0,30,1,7,0
387,40,0,2000,0.75,1.0,0.0,30,1,8,0
388,40,0,2000,0.75,1.0,0.0,30,1,9,0
389,40,0,2000,0.75,1.0,0.0,30,1,10,0
390,39,0,2000,0.75,0.9375,3.0,30,2,1,0
391,39,0,2000,0.75,0.9375,3.0,30,2,2,0
392,39,0,2000,0.75,0.9375,3.0,30,2,3,0
393,39,0,2000,0.75,0.9375,3.0,30,2,4,0
394,39,0,2000,0.75,0.9375,3.0,30,2,5,0
395,39,0,2000,0.75,0.9375,3.0,30,2,6,0
396,39,0,2000,0.75,0.9375,3.0,30,2,7,0
397,39,0,2000,0.75,0.9375,3.0,30,2,8,0
398,39,0,2000,0.75,0.9375,3.0,30,2,9,0
399,39,0,2000,0.75,0.9375,3.0,30,2,10,0
400,38,0,2000,0.75,0.9375,3.0,30,1,1,0
401,38,0,2000,0.75,0.9375,3.0,30,1,2,0
402,38,0,2000,0.75,0.9375,3.0,30,1,3,0
403,38,0,2000,0.75,0.9375,3.0,30,1,4,0
404,38,0,2000,0.75,0.9375,3.0,30,1,5,0
405,38,0,2000,0.75,0.9375,3.0,30,1,6,1
406,38,0,2000,0.75,0.9375,3.0,30,1,7,0
407,38,0,2000,0.75,0.9375,3.0,30,1,8,0
408,38,0,2000,0.75,0.9375,3.0,30,1,9,0
409,38,0,2000,0.75,0.9375,3.0,30,1,10,0
410,41,0,2000,0.75,1.0,0.0,30,2,1,0
411,41,0,2000,0.75,1.0,0.0,30,2,2,0
412,41,0,2000,0.75,1.0,0.0,30,2,3,0
413,41,0,2000,0.75,1.0,0.0,30,2,4,0
414,41,0,2000,0.75,1.0,0.0,30,2,5,0
415,41,0,2000,0.75,1.0,0.0,30,2,6,0
416,41,0,2000,0.75,1.0,0.0,30,2,7,0
417,41,0,2000,0.75,1.0,0.0,30,2,8,0
418,41,0,2000,0.75,1.0,0.0,30,2,9,0
419,41,0,2000,0.75,1.0,0.0,30,2,10,0
420,42,0,2000,0.75,1.0,0.75,30,1,1,0
421,42,0,2000,0.75,1.0,0.75,30,1,2,0
422,42,0,2000,0.75,1.0,0.75,30,1,3,0
423,42,0,2000,0.75,1.0,0.75,30,1,4,0
424,42,0,2000,0.75,1.0,0.75,30,1,5,113
425,42,0,2000,0.75,1.0,0.75,30,1,6,111
426,42,0,2000,0.75,1.0,0.75,30,1,7,0
427,42,0,2000,0.75,1.0,0.75,30,1,8,0
428,42,0,2000,0.75,1.0,0.75,30,1,9,0
429,42,0,2000,0.75,1.0,0.75,30,1,10,0
430,43,0,2000,0.75,1.0,0.75,30,2,1,0
431,43,0,2000,0.75,1.0,0.75,30,2,2,0
432,43,0,2000,0.75,1.0,0.75,30,2,3,0
433,43,0,2000,0.75,1.0,0.75,30,2,4,0
434,43,0,2000,0.75,1.0,0.75,30,2,5,0
435,43,0,2000,0.75,1.0,0.75,30,2,6,0
436,43,0,2000,0.75,1.0,0.75,30,2,7,0
437,43,0,2000,0.75,1.0,0.75,30,2,8,0
438,43,0,2000,0.75,1.0,0.75,30,2,9,0
439,43,0,2000,0.75,1.0,0.75,30,2,10,0
440,44,0,2000,0.75,1.0,1.5,30,1,1,0
441,44,0,2000,0.75,1.0,1.5,30,1,2,0
442,44,0,2000,0.75,1.0,1.5,30,1,3,0
443,44,0,2000,0.75,1.0,1.5,30,1,4,0
444,44,0,2000,0.75,1.0,1.5,30,1,5,3
445,44,0,2000,0.75,1.0,1.5,30,1,6,0
446,44,0,2000,0.75,1.0,1.5,30,1,7,0
447,44,0,2000,0.75,1.0,1.5,30,1,8,0
448,44,0,2000,0.75,1.0,1.5,30,1,9,0
449,44,0,2000,0.75,1.0,1.5,30,1,10,0
450,45,0,2000,0.75,1.0,1.5,30,2,1,0
451,45,0,2000,0.75,1.0,1.5,30,2,2,0
452,45,0,2000,0.75,1.0,1.5,30,2,3,0
453,45,0,2000,0.75,1.0,1.5,30,2,4,0
454,45,0,2000,0.75,1.0,1.5,30,2,5,0
455,45,0,2000,0.75,1.0,1.5,30,2,6,0
456,45,0,2000,0.75,1.0,1.5,30,2,7,0
457,45,0,2000,0.75,1.0,1.5,30,2,8,0
458,45,0,2000,0.75,1.0,1.5,30,2,9,0
459,45,0,2000,0.75,1.0,1.5,30,2,10,0
460,46,0,2000,0.75,1.0,2.25,30,1,1,0
461,46,0,2000,0.75,1.0,2.25,30,1,2,0
462,46,0,2000,0.75,1.0,2.25,30,1,3,0
463,46,0,2000,0.75,1.0,2.25,30,1,4,0
464,46,0,2000,0.75,1.0,2.25,30,1,5,0
465,46,0,2000,0.75,1.0,2.25,30,1,6,1
466,46,0,2000,0.75,1.0,2.25,30,1,7,0
467,46,0,2000,0.75,1.0,2.25,30,1,8,0
468,46,0,2000,0.75,1.0,2.25,30,1,9,0
